session_id,station_id,start_time,end_time,charge_time_hrs,kwh_total
8237,ST-010,2023-05-16 19:25:00,2023-05-16 21:54:47.222828831,2.5,15.71
8238,ST-006,2023-05-16 14:12:00,2023-05-16 17:11:12.567542357,2.99,12.6
8239,ST-003,2023-05-16 15:41:00,2023-05-16 18:50:10.261959383,3.15,9.02
8240,ST-009,2023-05-16 16:53:00,2023-05-16 21:08:31.984247667,4.26,20.92
8241,ST-003,2023-05-16 08:29:00,2023-05-16 10:34:05.292550031,2.08,13.37
8242,ST-007,2023-05-16 17:35:00,2023-05-16 19:20:08.067178343,1.75,9.31
8243,ST-007,2023-05-16 12:11:00,2023-05-16 13:19:31.438227873,1.14,9.35
8244,ST-012,2023-05-16 06:47:00,2023-05-16 07:19:54.310684560,0.55,2.16
8245,ST-014,2023-05-16 15:39:00,2023-05-16 17:52:04.297038329,2.22,13.26
8246,ST-009,2023-05-16 17:46:00,2023-05-16 19:07:24.953721351,1.36,1.46
8247,ST-013,2023-05-16 08:59:00,2023-05-16 09:59:40.473698411,1.01,5.69
8248,ST-005,2023-05-16 13:00:00,2023-05-16 16:07:59.013411096,3.13,8.73
8249,ST-003,2023-05-16 08:26:00,2023-05-16 10:14:28.137563464,1.81,2.28
8250,ST-008,2023-05-16 06:10:00,2023-05-16 07:13:35.529843087,1.06,1.28
8251,ST-004,2023-05-16 12:53:00,2023-05-16 16:21:27.399582393,3.47,14.97
8252,ST-004,2023-05-16 14:22:00,2023-05-16 15:43:55.529394247,1.37,4.01
8253,ST-001,2023-05-16 17:14:00,2023-05-16 20:43:20.019643648,3.49,18.22
8254,ST-012,2023-05-16 14:55:00,2023-05-16 17:28:34.768227172,2.56,16.36
8255,ST-012,2023-05-16 13:24:00,2023-05-16 13:51:00.271753810,0.45,0.5
8256,ST-004,2023-05-16 15:44:00,2023-05-16 17:58:41.142434676,2.24,10.11
8257,ST-001,2023-05-16 11:03:00,2023-05-16 11:48:00.849115125,0.75,2.42
8258,ST-011,2023-05-16 14:44:00,2023-05-16 19:08:24.995895308,4.41,20.27
8259,ST-009,2023-05-16 20:51:00,2023-05-16 22:20:28.204670762,1.49,7.05
8260,ST-005,2023-05-16 13:54:00,2023-05-16 16:27:27.614046008,2.56,11.45
8261,ST-010,2023-05-16 23:36:00,2023-05-17 02:52:54.204843511,3.28,14.6
8262,ST-014,2023-05-16 08:49:00,2023-05-16 12:21:31.443230302,3.54,13.92
8263,ST-006,2023-05-16 14:47:00,2023-05-16 14:59:00.000000000,0.2,0.5
8264,ST-003,2023-05-16 11:06:00,2023-05-16 16:00:06.826375019,4.9,25.5
8265,ST-012,2023-05-16 11:34:00,2023-05-16 16:02:41.158917341,4.48,26.01
8266,ST-008,2023-05-16 19:47:00,2023-05-16 23:31:09.680197282,3.74,20.05
8267,ST-013,2023-05-16 10:02:00,2023-05-16 11:16:05.101772706,1.23,1.52
8268,ST-010,2023-05-16 13:34:00,2023-05-16 14:41:34.569364825,1.13,7.96
8269,ST-001,2023-05-17 21:34:00,2023-05-17 22:28:11.363596905,0.9,4.68
8270,ST-004,2023-05-17 09:41:00,2023-05-17 10:25:36.147156924,0.74,3.45
8271,ST-010,2023-05-17 15:29:00,2023-05-17 17:55:36.930180450,2.44,9.81
8272,ST-005,2023-05-17 18:10:00,2023-05-17 21:32:58.139344018,3.38,12.84
8273,ST-005,2023-05-17 05:04:00,2023-05-17 08:55:53.366661257,3.86,19.73
8274,ST-008,2023-05-17 12:58:00,2023-05-17 16:26:01.971952533,3.47,18.34
8275,ST-003,2023-05-17 11:54:00,2023-05-17 13:13:42.454505115,1.33,7.12
8276,ST-011,2023-05-17 11:33:00,2023-05-17 13:42:12.636138689,2.15,8.82
8277,ST-010,2023-05-17 07:34:00,2023-05-17 08:44:25.304956411,1.17,1.91
8278,ST-013,2023-05-17 14:39:00,2023-05-17 15:52:02.456784622,1.22,8.08
8279,ST-015,2023-05-17 14:14:00,2023-05-17 18:04:50.453254834,3.85,14.18
8280,ST-009,2023-05-17 15:02:00,2023-05-17 17:29:14.100268448,2.45,8.12
8281,ST-008,2023-05-17 14:59:00,2023-05-17 18:19:33.395882006,3.34,12.68
8282,ST-011,2023-05-17 12:36:00,2023-05-17 16:19:22.325237717,3.72,14.63
8283,ST-011,2023-05-17 15:08:00,2023-05-17 20:01:40.158730610,4.89,20.22
8284,ST-011,2023-05-17 15:08:00,2023-05-17 15:56:07.890990300,0.8,0.5
8285,ST-005,2023-05-17 16:21:00,2023-05-17 20:54:34.877841350,4.56,17.29
8286,ST-004,2023-05-17 19:06:00,2023-05-17 20:55:17.356574578,1.82,6.9
8287,ST-008,2023-05-17 18:36:00,2023-05-17 22:13:15.163017718,3.62,10.8
8288,ST-012,2023-05-17 17:43:00,2023-05-17 20:35:53.285618463,2.88,10.35
8289,ST-004,2023-05-17 17:16:00,2023-05-17 21:35:59.276123571,4.33,19.05
8290,ST-006,2023-05-17 11:21:00,2023-05-17 15:27:42.043272415,4.11,22.06
8291,ST-004,2023-05-17 10:31:00,2023-05-17 14:18:57.544126729,3.8,21.59
8292,ST-012,2023-05-17 12:28:00,2023-05-17 16:21:13.742899954,3.89,17.32
8293,ST-015,2023-05-17 13:39:00,2023-05-17 16:35:41.442584507,2.94,9.58
8294,ST-001,2023-05-17 14:45:00,2023-05-17 16:39:39.548481608,1.91,6.07
8295,ST-008,2023-05-17 09:01:00,2023-05-17 12:32:14.680782451,3.52,12.54
8296,ST-007,2023-05-17 11:08:00,2023-05-17 12:47:09.283590454,1.65,11.39
8297,ST-010,2023-05-17 10:01:00,2023-05-17 11:35:54.687218197,1.58,7.98
8298,ST-012,2023-05-17 18:32:00,2023-05-17 20:49:55.724967518,2.3,9.43
8299,ST-014,2023-05-17 13:38:00,2023-05-17 15:12:24.715136594,1.57,11.31
8300,ST-014,2023-05-17 15:30:00,2023-05-17 18:30:33.643718303,3.01,14.45
8301,ST-010,2023-05-17 12:03:00,2023-05-17 17:17:12.815334645,5.24,27.8
8302,ST-005,2023-05-17 11:30:00,2023-05-17 11:42:00.000000000,0.2,0.5
8303,ST-006,2023-05-17 11:23:00,2023-05-17 13:35:10.011942529,2.2,11.56
8304,ST-012,2023-05-17 14:42:00,2023-05-17 17:04:03.681705502,2.37,7.77
8305,ST-011,2023-05-17 15:44:00,2023-05-17 17:17:22.752906402,1.56,8.4
8306,ST-008,2023-05-17 10:19:00,2023-05-17 14:24:35.101510977,4.09,19.06
8307,ST-013,2023-05-17 16:39:00,2023-05-17 19:53:00.721434809,3.23,13.43
8308,ST-011,2023-05-17 06:12:00,2023-05-17 07:53:56.509421855,1.7,7.18
8309,ST-001,2023-05-17 11:54:00,2023-05-17 12:15:32.857989293,0.36,0.5
8310,ST-015,2023-05-17 11:22:00,2023-05-17 12:46:28.898496293,1.41,2.96
8311,ST-007,2023-05-17 18:00:00,2023-05-17 20:39:38.277337840,2.66,
8312,ST-002,2023-05-17 14:02:00,2023-05-17 18:09:20.809552103,4.12,17.67
8313,ST-004,2023-05-17 11:30:00,2023-05-17 14:42:39.626953369,3.21,16.84
8314,ST-002,2023-05-17 12:54:00,2023-05-17 13:36:01.194203554,0.7,2.94
8315,ST-005,2023-05-17 13:46:00,2023-05-17 16:24:24.542447246,2.64,16.33
8316,ST-009,2023-05-17 06:52:00,2023-05-17 07:59:44.247063885,1.13,3.07
8317,ST-011,2023-05-17 07:47:00,2023-05-17 08:53:12.374516055,1.1,6.1
8318,ST-014,2023-05-17 06:34:00,2023-05-17 06:56:24.723575278,0.37,0.5
8319,ST-009,2023-05-17 13:10:00,2023-05-17 14:46:00.112891914,1.6,9.26
8320,ST-009,2023-05-17 12:53:00,2023-05-17 13:26:46.012632351,0.56,0.5
8321,ST-015,2023-05-17 11:14:00,2023-05-17 12:35:06.651581672,1.35,4.8
8322,ST-015,2023-05-17 16:01:00,2023-05-17 19:15:43.087373183,3.25,12.25
8323,ST-010,2023-05-18 11:26:00,2023-05-18 13:46:46.183538518,2.35,12.13
8324,ST-013,2023-05-18 06:10:00,2023-05-18 08:45:04.343617385,2.58,11.28
8325,ST-009,2023-05-18 10:24:00,2023-05-18 14:09:54.906090812,3.77,18.17
8326,ST-004,2023-05-18 10:37:00,2023-05-18 13:16:52.420928636,2.66,12.65
8327,ST-011,2023-05-18 18:26:00,2023-05-18 21:02:44.402120108,2.61,8.21
8328,ST-006,2023-05-18 13:04:00,2023-05-18 16:54:50.331035998,3.85,12.59
8329,ST-001,2023-05-18 16:58:00,2023-05-18 17:54:51.530554618,0.95,0.79
8330,ST-001,2023-05-18 12:34:00,2023-05-18 14:42:33.452243349,2.14,13.53
8331,ST-007,2023-05-18 07:29:00,2023-05-18 11:56:18.198069928,4.46,20.3
8332,ST-009,2023-05-18 11:36:00,2023-05-18 13:58:19.494799576,2.37,8.33
8333,ST-001,2023-05-18 16:47:00,2023-05-18 19:31:06.641853044,2.74,15.22
8334,ST-013,2023-05-18 08:48:00,2023-05-18 11:07:34.705875493,2.33,8.89
8335,ST-015,2023-05-18 14:05:00,2023-05-18 16:44:10.293120300,2.65,14.71
8336,ST-001,2023-05-18 10:05:00,2023-05-18 11:57:41.000144313,1.88,9.02
8337,ST-008,2023-05-18 12:35:00,2023-05-18 13:30:19.373383646,0.92,5.28
8338,ST-013,2023-05-18 07:30:00,2023-05-18 09:38:43.863843526,2.15,10.56
8339,ST-009,2023-05-18 08:21:00,2023-05-18 11:47:53.320297725,3.45,11.94
8340,ST-005,2023-05-18 08:34:00,2023-05-18 11:47:33.660217566,3.23,14.58
8341,ST-007,2023-05-18 14:10:00,2023-05-18 16:42:56.348478541,2.55,11.55
8342,ST-004,2023-05-18 08:54:00,2023-05-18 13:25:46.446741987,4.53,24.13
8343,ST-007,2023-05-18 10:41:00,2023-05-18 12:21:54.072281778,1.68,6.16
8344,ST-002,2023-05-18 12:03:00,2023-05-18 13:53:53.411861840,1.85,9.22
8345,ST-014,2023-05-18 07:18:00,2023-05-18 09:57:18.295017193,2.66,10.13
8346,ST-009,2023-05-18 02:07:00,2023-05-18 03:32:46.221332569,1.43,6.15
8347,ST-011,2023-05-18 07:06:00,2023-05-18 09:38:47.483706941,2.55,13.31
8348,ST-003,2023-05-18 11:10:00,2023-05-18 13:22:47.422036013,2.21,5.05
8349,ST-004,2023-05-18 12:12:00,2023-05-18 14:29:35.924947534,2.29,11.21
8350,ST-013,2023-05-18 16:29:00,2023-05-18 20:14:38.638530524,3.76,16.97
8351,ST-012,2023-05-18 11:40:00,2023-05-18 15:12:09.430290866,3.54,13.09
8352,ST-012,2023-05-18 13:22:00,2023-05-18 15:49:12.883094459,2.45,14.0
8353,ST-012,2023-05-18 12:22:00,2023-05-18 15:25:51.944978133,3.06,11.08
8354,ST-002,2023-05-18 10:42:00,2023-05-18 16:58:26.953457933,6.27,22.59
8355,ST-012,2023-05-18 16:14:00,2023-05-18 17:23:11.915282837,1.15,12.03
8356,ST-013,2023-05-18 11:49:00,2023-05-18 12:45:38.720158641,0.94,3.71
8357,ST-011,2023-05-18 16:08:00,2023-05-18 21:33:33.515193457,5.43,22.34
8358,ST-006,2023-05-18 15:57:00,2023-05-18 17:47:22.657692483,1.84,13.55
8359,ST-009,2023-05-18 09:52:00,2023-05-18 11:09:03.975579475,1.28,7.52
8360,ST-005,2023-05-18 18:24:00,2023-05-18 20:38:50.253364657,2.25,14.13
8361,ST-011,2023-05-18 06:59:00,2023-05-18 10:28:42.090520153,3.5,13.98
8362,ST-008,2023-05-18 08:01:00,2023-05-18 09:12:50.634027853,1.2,7.18
8363,ST-008,2023-05-18 08:00:00,2023-05-18 11:26:55.149559361,3.45,18.7
8364,ST-008,2023-05-18 17:30:00,2023-05-18 18:47:52.202870828,1.3,7.44
8365,ST-001,2023-05-18 09:31:00,2023-05-18 14:28:49.213071303,4.96,22.54
8366,ST-002,2023-05-18 13:31:00,2023-05-18 14:58:22.920251060,1.46,2.94
8367,ST-013,2023-05-18 11:40:00,2023-05-18 13:12:05.969139907,1.53,10.51
8368,ST-006,2023-05-18 09:27:00,2023-05-18 10:31:37.688565739,1.08,0.89
8369,ST-003,2023-05-18 14:12:00,2023-05-18 17:31:42.214992431,3.33,17.7
8370,ST-010,2023-05-18 18:10:00,2023-05-18 19:54:51.834429917,1.75,4.4
8371,ST-013,2023-05-18 13:09:00,2023-05-18 15:49:17.586143914,2.67,14.8
8372,ST-011,2023-05-18 14:24:00,2023-05-18 18:31:53.483139226,4.13,18.98
8373,ST-003,2023-05-18 07:36:00,2023-05-18 14:33:46.734396497,6.96,25.86
8374,ST-013,2023-05-18 10:55:00,2023-05-18 15:56:46.627041644,5.03,20.33
8375,ST-007,2023-05-18 10:31:00,2023-05-18 11:46:06.780697474,1.25,7.22
8376,ST-003,2023-05-18 13:43:00,2023-05-18 16:58:07.311694907,3.25,20.03
8377,ST-009,2023-05-18 12:28:00,2023-05-18 14:49:58.452202493,2.37,10.41
8378,ST-004,2023-05-18 12:13:00,2023-05-18 12:25:00.000000000,0.2,0.5
8379,ST-003,2023-05-18 12:37:00,2023-05-18 14:15:15.457065289,1.64,3.24
8380,ST-006,2023-05-18 14:28:00,2023-05-18 16:44:09.522008691,2.27,16.37
8381,ST-013,2023-05-18 15:18:00,2023-05-18 16:18:04.054816418,1.0,6.66
8382,ST-010,2023-05-18 14:21:00,2023-05-18 19:11:37.978564855,4.84,21.59
8383,ST-015,2023-05-18 13:04:00,2023-05-18 16:08:35.552725449,3.08,16.24
8384,ST-005,2023-05-18 19:50:00,2023-05-18 22:10:34.339899724,2.34,8.33
8385,ST-004,2023-05-18 10:35:00,2023-05-18 13:39:18.611827412,3.07,9.47
8386,ST-008,2023-05-18 15:32:00,2023-05-18 17:15:27.175633083,1.72,8.7
8387,ST-004,2023-05-18 14:25:00,2023-05-18 15:59:25.491393740,1.57,1.22
8388,ST-008,2023-05-18 10:18:00,2023-05-18 12:30:05.917505333,2.2,7.61
8389,ST-001,2023-05-18 14:24:00,2023-05-18 17:33:01.843846571,3.15,12.21
8390,ST-007,2023-05-18 14:07:00,2023-05-18 18:28:15.281161339,4.35,20.08
8391,ST-009,2023-05-18 14:44:00,2023-05-18 17:02:07.209650772,2.3,4.13
8392,ST-013,2023-05-18 12:20:00,2023-05-18 14:51:16.891389564,2.52,10.21
8393,ST-007,2023-05-19 07:10:00,2023-05-19 08:40:33.009282480,1.51,4.81
8394,ST-015,2023-05-19 09:00:00,2023-05-19 09:12:00.000000000,0.2,0.5
8395,ST-005,2023-05-19 08:23:00,2023-05-19 08:35:00.000000000,0.2,2.75
8396,ST-004,2023-05-19 12:14:00,2023-05-19 15:03:19.661367727,2.82,13.25
8397,ST-006,2023-05-19 16:14:00,2023-05-19 20:13:16.289239677,3.99,23.06
8398,ST-010,2023-05-19 08:02:00,2023-05-19 12:09:48.968486666,4.13,19.67
8399,ST-001,2023-05-19 10:25:00,2023-05-19 13:14:33.149640255,2.83,9.27
8400,ST-009,2023-05-19 11:37:00,2023-05-19 16:55:44.153035758,5.31,25.02
8401,ST-013,2023-05-19 12:13:00,2023-05-19 15:09:30.498666258,2.94,11.52
8402,ST-014,2023-05-19 15:57:00,2023-05-19 17:17:46.806387693,1.35,7.65
8403,ST-008,2023-05-19 10:51:00,2023-05-19 14:29:50.568348728,3.65,17.52
8404,ST-002,2023-05-19 12:07:00,2023-05-19 14:43:31.189707704,2.61,9.1
8405,ST-011,2023-05-19 15:42:00,2023-05-19 20:02:10.032189662,4.34,20.89
8406,ST-013,2023-05-19 08:47:00,2023-05-19 12:20:09.392850258,3.55,17.08
8407,ST-013,2023-05-19 17:42:00,2023-05-19 22:06:11.550097628,4.4,16.03
8408,ST-006,2023-05-19 13:19:00,2023-05-19 14:42:34.721510420,1.39,2.84
8409,ST-014,2023-05-19 08:14:00,2023-05-19 10:43:12.189984567,2.49,6.05
8410,ST-008,2023-05-19 17:37:00,2023-05-19 21:34:20.562907589,3.96,20.54
8411,ST-011,2023-05-19 17:07:00,2023-05-19 20:07:57.950988053,3.02,11.95
8412,ST-001,2023-05-19 16:16:00,2023-05-19 17:10:24.258710122,0.91,0.81
8413,ST-008,2023-05-19 08:31:00,2023-05-19 09:32:00.352907494,1.02,3.21
8414,ST-013,2023-05-19 16:11:00,2023-05-19 19:04:07.066351483,2.89,13.24
8415,ST-010,2023-05-19 10:13:00,2023-05-19 13:00:21.440263126,2.79,10.51
8416,ST-005,2023-05-19 17:12:00,2023-05-19 19:20:01.512530379,2.13,11.47
8417,ST-014,2023-05-19 17:01:00,2023-05-19 18:19:11.937594147,1.3,9.23
8418,ST-010,2023-05-19 05:57:00,2023-05-19 07:49:47.173760946,1.88,11.33
8419,ST-010,2023-05-19 15:33:00,2023-05-19 17:34:26.869059587,2.02,6.0
8420,ST-001,2023-05-19 11:55:00,2023-05-19 13:57:23.015803539,2.04,8.3
8421,ST-005,2023-05-19 20:36:00,2023-05-20 00:19:56.118719323,3.73,16.45
8422,ST-011,2023-05-19 15:35:00,2023-05-19 20:04:54.713105718,4.5,22.8
8423,ST-009,2023-05-19 11:45:00,2023-05-19 14:39:51.144309509,2.91,16.29
8424,ST-004,2023-05-19 12:39:00,2023-05-19 14:19:31.103155047,1.68,15.14
8425,ST-011,2023-05-19 09:49:00,2023-05-19 12:30:48.900905412,2.7,11.26
8426,ST-013,2023-05-19 17:33:00,2023-05-19 18:35:34.240114852,1.04,2.32
8427,ST-009,2023-05-19 16:40:00,2023-05-19 19:40:50.427416844,3.01,12.15
8428,ST-014,2023-05-19 08:31:00,2023-05-19 10:07:32.171990080,1.61,3.18
8429,ST-014,2023-05-19 13:15:00,2023-05-19 14:34:07.532401149,1.32,7.07
8430,ST-002,2023-05-19 08:44:00,2023-05-19 10:50:30.294433451,2.11,10.82
8431,ST-012,2023-05-19 07:22:00,2023-05-19 09:20:15.792853456,1.97,7.25
8432,ST-008,2023-05-19 12:30:00,2023-05-19 16:52:45.148917386,4.38,18.64
8433,ST-001,2023-05-19 13:07:00,2023-05-19 17:42:50.284685408,4.6,19.73
8434,ST-011,2023-05-19 11:40:00,2023-05-19 14:52:03.505983760,3.2,13.16
8435,ST-007,2023-05-19 10:52:00,2023-05-19 13:17:20.534556585,2.42,12.27
8436,ST-011,2023-05-19 11:56:00,2023-05-19 14:29:14.078798665,2.55,8.9
8437,ST-015,2023-05-19 14:00:00,2023-05-19 15:04:34.334947483,1.08,5.65
8438,ST-001,2023-05-19 08:28:00,2023-05-19 10:10:16.721355690,1.7,11.6
8439,ST-003,2023-05-19 11:14:00,2023-05-19 13:42:05.733278770,2.47,14.36
8440,ST-010,2023-05-19 11:59:00,2023-05-19 15:07:50.034064821,3.15,13.56
8441,ST-003,2023-05-19 14:31:00,2023-05-19 15:06:50.793976736,0.6,2.49
8442,ST-002,2023-05-19 09:25:00,2023-05-19 12:27:56.003094623,3.05,8.23
8443,ST-013,2023-05-19 18:38:00,2023-05-19 20:52:15.690787656,2.24,6.91
8444,ST-006,2023-05-19 14:05:00,2023-05-19 17:41:49.030890829,3.61,15.73
8445,ST-014,2023-05-19 05:17:00,2023-05-19 07:55:55.806842767,2.65,9.59
8446,ST-002,2023-05-19 19:28:00,2023-05-19 19:48:17.050461880,0.34,0.5
8447,ST-013,2023-05-19 11:38:00,2023-05-19 13:30:38.781104064,1.88,9.08
8448,ST-005,2023-05-19 09:08:00,2023-05-19 10:55:23.863112155,1.79,8.02
8449,ST-007,2023-05-19 14:01:00,2023-05-19 15:49:00.731881461,1.8,8.96
8450,ST-013,2023-05-19 13:52:00,2023-05-19 16:14:35.781077213,2.38,9.75
8451,ST-015,2023-05-19 09:55:00,2023-05-19 12:03:32.042453540,2.14,10.78
8452,ST-001,2023-05-19 12:18:00,2023-05-19 14:34:12.993833740,2.27,15.32
8453,ST-006,2023-05-19 15:03:00,2023-05-19 18:39:14.593634681,3.6,14.22
8454,ST-007,2023-05-19 13:02:00,2023-05-19 15:28:47.046050677,2.45,7.12
8455,ST-004,2023-05-19 05:16:00,2023-05-19 07:28:07.844818724,2.2,7.96
8456,ST-002,2023-05-19 07:56:00,2023-05-19 11:16:39.567078324,3.34,16.49
8457,ST-010,2023-05-19 19:36:00,2023-05-19 22:17:14.808600516,2.69,14.89
8458,ST-012,2023-05-19 11:02:00,2023-05-19 13:11:58.521692888,2.17,11.45
8459,ST-006,2023-05-20 13:42:00,2023-05-20 16:46:49.979532242,3.08,14.98
8460,ST-014,2023-05-20 16:53:00,2023-05-20 19:11:48.397971077,2.31,7.14
8461,ST-004,2023-05-20 15:32:00,2023-05-20 17:51:30.121299387,2.33,11.16
8462,ST-002,2023-05-20 12:33:00,2023-05-20 14:30:48.942471708,1.96,6.51
8463,ST-001,2023-05-20 19:17:00,2023-05-20 21:32:43.088209870,2.26,11.03
8464,ST-009,2023-05-20 11:16:00,2023-05-20 12:42:41.414560786,1.44,6.66
8465,ST-009,2023-05-20 18:41:00,2023-05-20 21:03:15.590305924,2.37,10.3
8466,ST-010,2023-05-20 14:30:00,2023-05-20 18:47:20.730179927,4.29,15.75
8467,ST-011,2023-05-20 06:16:00,2023-05-20 10:14:04.259611347,3.97,17.13
8468,ST-001,2023-05-20 07:07:00,2023-05-20 10:35:36.005046639,3.48,10.3
8469,ST-015,2023-05-20 11:09:00,2023-05-20 13:24:58.643426608,2.27,7.95
8470,ST-008,2023-05-20 11:22:00,2023-05-20 14:33:10.911127225,3.19,13.14
8471,ST-004,2023-05-20 12:47:00,2023-05-20 16:01:00.577020228,3.23,15.47
8472,ST-010,2023-05-20 09:18:00,2023-05-20 12:56:48.419383030,3.65,13.61
8473,ST-008,2023-05-20 13:17:00,2023-05-20 15:13:39.569548935,1.94,9.84
8474,ST-003,2023-05-20 15:19:00,2023-05-20 17:58:18.531450761,2.66,16.55
8475,ST-003,2023-05-20 08:50:00,2023-05-20 10:46:33.574630765,1.94,12.81
8476,ST-001,2023-05-20 06:43:00,2023-05-20 08:41:34.859498704,1.98,4.72
8477,ST-014,2023-05-20 16:15:00,2023-05-20 19:55:14.824408017,3.67,16.96
8478,ST-006,2023-05-20 12:57:00,2023-05-20 16:16:11.769604759,3.32,21.65
8479,ST-007,2023-05-20 19:04:00,2023-05-20 21:51:34.322534739,2.79,14.75
8480,ST-012,2023-05-20 18:25:00,2023-05-20 21:18:44.223795549,2.9,10.79
8481,ST-012,2023-05-20 17:56:00,2023-05-20 20:26:00.925005955,2.5,4.78
8482,ST-008,2023-05-20 13:31:00,2023-05-20 15:57:45.910775627,2.45,9.28
8483,ST-010,2023-05-20 03:05:00,2023-05-20 05:41:45.981963766,2.61,11.82
8484,ST-009,2023-05-20 12:29:00,2023-05-20 15:31:05.116863986,3.03,13.73
8485,ST-003,2023-05-20 20:07:00,2023-05-20 21:16:57.656713467,1.17,3.13
8486,ST-007,2023-05-20 14:25:00,2023-05-20 16:34:36.451834726,2.16,9.29
8487,ST-001,2023-05-20 14:03:00,2023-05-20 15:41:40.000712929,1.64,7.95
8488,ST-004,2023-05-20 14:00:00,2023-05-20 16:06:52.943437537,2.11,5.68
8489,ST-009,2023-05-20 15:01:00,2023-05-20 19:12:54.091721983,4.2,14.52
8490,ST-011,2023-05-20 12:15:00,2023-05-20 14:16:28.349068649,2.02,4.28
8491,ST-009,2023-05-20 14:52:00,2023-05-20 16:46:01.082420071,1.9,5.88
8492,ST-011,2023-05-20 22:35:00,2023-05-21 01:00:56.222345776,2.43,6.2
8493,ST-006,2023-05-20 04:01:00,2023-05-20 04:53:47.273295804,0.88,5.11
8494,ST-009,2023-05-20 11:18:00,2023-05-20 12:01:10.729129473,0.72,3.34
8495,ST-012,2023-05-20 10:21:00,2023-05-20 12:49:36.121072371,2.48,8.45
8496,ST-002,2023-05-20 09:56:00,2023-05-20 13:22:35.218174982,3.44,10.91
8497,ST-015,2023-05-20 14:31:00,2023-05-20 18:06:30.329014830,3.59,17.13
8498,ST-001,2023-05-20 10:08:00,2023-05-20 13:44:37.366618292,3.61,13.28
8499,ST-011,2023-05-20 18:19:00,2023-05-20 21:14:56.330718257,2.93,14.09
8500,ST-002,2023-05-20 12:14:00,2023-05-20 13:00:29.165928410,0.77,4.16
8501,ST-011,2023-05-20 09:30:00,2023-05-20 10:41:35.295656525,1.19,5.11
8502,ST-010,2023-05-20 12:29:00,2023-05-20 14:39:59.348062804,2.18,9.25
8503,ST-013,2023-05-20 15:18:00,2023-05-20 16:56:46.332983310,1.65,9.85
8504,ST-006,2023-05-20 20:33:00,2023-05-20 22:20:50.981658905,1.8,3.07
8505,ST-005,2023-05-20 14:27:00,2023-05-20 18:23:31.177675917,3.94,18.27
8506,ST-007,2023-05-20 12:50:00,2023-05-20 16:35:20.024059848,3.76,14.95
8507,ST-006,2023-05-20 15:16:00,2023-05-20 18:45:56.671250963,3.5,17.72
8508,ST-009,2023-05-20 12:28:00,2023-05-20 14:16:35.534995729,1.81,6.83
8509,ST-003,2023-05-21 13:19:00,2023-05-21 15:12:27.499505610,1.89,3.92
8510,ST-012,2023-05-21 10:49:00,2023-05-21 13:09:35.348151512,2.34,16.73
8511,ST-008,2023-05-21 11:26:00,2023-05-21 14:12:43.014506127,2.78,7.41
8512,ST-010,2023-05-21 11:35:00,2023-05-21 13:32:48.946554011,1.96,9.04
8513,ST-004,2023-05-21 14:42:00,2023-05-21 14:54:00.000000000,0.2,0.67
8514,ST-015,2023-05-21 14:24:00,2023-05-21 16:42:16.805564432,2.3,8.16
8515,ST-014,2023-05-21 17:09:00,2023-05-21 18:55:50.300677778,1.78,10.77
8516,ST-011,2023-05-21 06:56:00,2023-05-21 09:16:46.387705767,2.35,7.39
8517,ST-001,2023-05-21 16:33:00,2023-05-21 19:37:04.755009792,3.07,14.29
8518,ST-005,2023-05-21 13:51:00,2023-05-21 14:46:38.799028126,0.93,4.31
8519,ST-013,2023-05-21 17:47:00,2023-05-21 19:50:51.213639620,2.06,9.78
8520,ST-006,2023-05-21 14:28:00,2023-05-21 16:52:32.545675927,2.41,10.92
8521,ST-013,2023-05-21 09:16:00,2023-05-21 12:15:00.697952953,2.98,15.72
8522,ST-013,2023-05-21 11:17:00,2023-05-21 13:59:33.415187737,2.71,10.83
8523,ST-005,2023-05-21 12:05:00,2023-05-21 14:26:27.043529309,2.36,6.81
8524,ST-004,2023-05-21 20:13:00,2023-05-21 21:52:19.018940887,1.66,9.64
8525,ST-003,2023-05-21 09:05:00,2023-05-21 09:17:00.000000000,0.2,5.43
8526,ST-013,2023-05-21 10:07:00,2023-05-21 12:40:24.506222970,2.56,10.14
8527,ST-006,2023-05-21 10:37:00,2023-05-21 13:30:34.045781172,2.89,16.61
8528,ST-014,2023-05-21 17:03:00,2023-05-21 19:02:21.080722275,1.99,8.3
8529,ST-005,2023-05-21 12:44:00,2023-05-21 15:16:21.724991225,2.54,13.4
8530,ST-002,2023-05-21 15:12:00,2023-05-21 18:59:05.187067075,3.78,16.6
8531,ST-008,2023-05-21 13:36:00,2023-05-21 17:28:07.418779407,3.87,19.44
8532,ST-001,2023-05-21 06:04:00,2023-05-21 09:52:43.259041152,3.81,17.91
8533,ST-010,2023-05-21 14:05:00,2023-05-21 17:09:59.218687455,3.08,17.47
8534,ST-004,2023-05-21 14:25:00,2023-05-21 15:59:01.480718482,1.57,8.63
8535,ST-015,2023-05-21 10:23:00,2023-05-21 12:59:44.628216193,2.61,9.79
8536,ST-005,2023-05-21 14:31:00,2023-05-21 17:20:19.483073566,2.82,6.66
8537,ST-001,2023-05-21 11:41:00,2023-05-21 13:41:10.189694638,2.0,5.43
8538,ST-005,2023-05-21 10:45:00,2023-05-21 14:46:41.618471396,4.03,12.48
8539,ST-007,2023-05-22 14:05:00,2023-05-22 17:59:27.912806545,3.91,18.7
